Date	Client File Number	Client File Merge	Bus Tickets (Number of)	Notes of Service	Food Provided for	Food Pounds	Clothing Items	Diapers	School Kits	Hygiene Kits	Referrals	Financial Support	Type of Bill Paid	Payer of Support	Field1	Field2	Field3
3/16/2005	21	20021					4					0.00					
4/21/2005	21	20021					11					0.00					
6/9/2005	21	20021					12					0.00					
7/25/2005	21	20021			1							0.00					
7/27/2005	21	20021					10					0.00					
4/13/2006	21	20021			1	10	3					0.00					
1/17/2007	21	20021			1	10	10					0.00					
6/19/2007	21	0			1	10	6					0.00					
11/14/2017	21	0			1	18	1					0.00					
12/14/2017	21	0			1	18						0.00					
5/15/2018	21	0			1	18	0					0.00					
6/12/2018	21	0			1	18	0					0.00					
7/18/2018	21	0			1	18	0					0.00					
8/29/2018	21	0			1	18						0.00					
11/14/2018	21	0			1	18	0					0.00					
3/20/2019	21	0			1	18	0					0.00					
1/5/1999	22	20022		clothing	2												
3/13/2000	22	20022		hygiene	1												
9/11/2000	22	20022			1												
10/10/2000	22	20022		"clothing, hygiene kit"	1												
5/29/2001	22	20022		clothing	0												
6/21/2001	22	20022		"clothing, hygiene"	0												
8/7/2001	22	20022		"3 unites, school kit and hygiene kit"	2								Rent	Duke Memorial UMC--$150			
4/4/2002	22	20022		clothing													
12/31/2002	22	20022			2							0.00					
6/23/2003	22	20022		food	2							0.00	birth certificate				
6/24/2003	22	20022		clothes	6							0.00					
7/10/2003	22	20022			2		8					0.00					
7/29/2003	22	20022					25					0.00					
8/6/2001	23	20023		5 units; 4 data tix for job hunting	3												
10/23/2008	23	0			2	15	7					0.00					
12/18/2008	23	0			2	15	13					0.00					
1/22/2009	23	0			2	15	12			1		0.00					
2/24/2009	23	0			2	15	13					0.00					
3/24/2009	23	0			2	15	6					0.00					
4/28/2009	23	0			2	15	9					0.00					
5/26/2009	23	0			2	15	9					0.00					
6/29/2009	23	0			2	15	7					0.00					
10/21/2009	23	0			2	15	10					0.00					
1/28/2010	23	0			2	15	10			1		0.00					
3/3/2010	23	0			2	15	0					0.00					
7/28/2010	23	0			2	20	13					0.00					
11/18/2010	23	0			2	20	4					0.00					
12/23/2010	23	0			1	15	6					0.00					
1/31/2011	23	0			2	20	8					0.00					
3/8/2011	23	0			2	20	5					0.00					
4/25/2011	23	0			2	20	3					0.00					
6/16/2011	23	0			2	20	10			2		0.00					
8/11/2011	23	0			2	20	8					0.00					
10/19/2011	23	0			2	20	4					0.00					
5/8/2012	23	0				0	10					0.00					
7/2/2012	23	0			2	20	10					0.00					
8/15/2012	23	0			1	15	10					0.00					
9/17/2012	23	0			1	15	10					0.00					
3/27/2013	23	0			1	15	10					0.00					
5/14/2013	23	0				0	14					0.00					
11/14/2013	23	0			1	15	10					0.00					
2/5/2014	23	0			1	15	10					0.00					
4/21/2014	23	0			1	15	10					0.00					
6/17/2014	23	0			1	15	10					0.00					
8/12/2014	23	0			1	15	10					0.00					
10/9/2014	23	0			1	15	10					0.00					
4/13/2015	23	0			1	15	3					0.00					
4/20/2016	23	0			1	15	7					0.00					
11/28/2016	23	0			1	15	4					0.00					
7/9/2001	24	20024			1												
8/2/2001	24	20024		"2 sheets, 2 shirts, pants, 1 short, 2 socks"	1												
8/7/2001	25	20025		Clothing for 3 children	5												
8/14/2001	26	20026		"3 panties, 3 shorts,  slacks, 1 gown, 3 shoes"	0												
3/6/2006	26	20026			4	25						0.00					
6/1/2006	26	20026			4	25	1					0.00					
8/15/2006	26	20026			4	25						0.00					
6/21/2001	27	20027			1		9			1							
6/26/2001	27	20027			1		12					0.00					
12/18/2001	27	20027			1		4			1		0.00					
5/7/2002	27	20027			1							0.00					
10/9/2002	27	20027					12					0.00					
10/16/2002	27	20027					2					0.00					
11/13/2002	27	20027					6					0.00					
12/9/2002	27	20027								1		0.00					
6/24/1999	28	20028			2												
5/18/2000	28	20028		clothes	1												
8/16/2001	28	20028		"shirts, sweaters, children's clothes"	1												
11/9/2001	28	20028			1												
7/23/2002	28	20028			1							0.00					
9/24/2002	28	20028			1		27					0.00					
1/9/2003	28	20028			1		10					0.00					
5/22/2003	28	20028			1		10					0.00					
8/2/2001	29	20029		"2 pr panats, shoes, 2 t-shirts, 1 underwear"	0												
10/15/2002	29	20029		clothes			5					0.00					
2/12/2003	29	20029					15					0.00					
4/10/2003	29	20029		clothes; food	1		6					0.00					
8/28/2003	29	20029					3			1		0.00					
9/11/2003	29	20029					4					0.00					
12/4/2003	29	20029		clothes;hygiene kit			6			1		0.00					
12/18/2003	29	20029					11					0.00					
12/31/2003	29	20029					6					0.00					
4/7/2005	29	20029					2					0.00					
4/14/2005	29	20029					8					0.00					
10/5/2005	29	20029					15					0.00					
4/25/2006	29	20029				0	12					0.00					
5/10/2006	29	20029				0	3					0.00					
7/18/2006	29	20029				0	7					0.00					
8/8/2006	29	20029				0	4			1		0.00					
9/5/2006	29	20029				0	4					0.00					
2/20/2007	29	20029				0	5					0.00					
8/14/2007	29	0				0	6					0.00					
1/30/2008	29	0				0	6					0.00					
6/24/2008	29	0				0	9					0.00					
7/22/2008	29	0				0	1					0.00					
7/31/2008	29	0				0						0.00	Duke Power	Mt. Sylvan--$50.00; St. Philip's Episcopal--$50.00; McMannen--$50.00;			
8/18/2008	29	0				0	6					0.00					
12/29/2008	29	0				0	15			1		0.00					
10/22/2009	29	0			1	10						0.00					
11/23/2009	29	0				0	1					0.00					
12/7/2009	29	0				0	12					0.00					
12/23/2009	29	0				0	5					0.00					
1/4/2010	29	0			1	10	12					0.00					
2/17/2010	29	0				0	0					0.00					
3/11/2010	29	0			1	10	0					0.00					
4/21/2010	29	0			1	10						0.00					
10/20/2010	29	0			3	25	9					0.00					
12/20/2010	29	0				0	10					0.00					
3/15/2011	29	0			1	15						0.00					
5/2/2011	29	0			1	15	9					0.00					
7/28/2011	29	0			1	15						0.00					
9/14/2011	29	0			1	15						0.00					
10/13/2011	29	0			1	15	10					0.00					
11/29/2011	29	0				0	10					0.00					
1/11/2012	29	0			3	25	9					0.00					
2/15/2012	29	0			1	15	10					0.00					
5/7/2012	29	0			1	15	10					0.00					
12/20/2012	29	0			7	60	18					0.00					
3/21/2013	29	0			6	50	10					0.00					
7/17/2013	29	0			1	15	10					0.00					
9/4/2013	29	0			1	15	5					0.00					
10/21/2013	29	0			1	15	10					0.00					
3/25/2014	29	0			1	15						0.00					
12/1/2014	29	0			1	15	5					0.00					
2/11/2015	29	0			1	15	1					0.00					
4/21/2015	29	0			1	15	10					0.00					
7/21/2015	29	0			1	15	10					0.00					
8/25/2015	29	0			1	15	6					0.00					
9/23/2015	29	0			1	15	7					0.00					
11/16/2015	29	0			1	15	10					0.00					
2/25/2016	29	0			1	15	9					0.00					
3/23/2016	29	0			1	15	7					0.00					
4/25/2016	29	0			1	15	5					0.00					
6/30/2016	29	0			1	15	6					0.00					
8/30/2016	29	0			1	15	6					0.00					
9/21/2016	29	0			1	15	8					0.00					
11/7/2016	29	0			1	15	8					0.00					
1/30/2017	29	0			1	15	6					0.00					
7/11/2017	29	0			1	15	5					0.00					
9/18/2017	29	0			1	18	4					0.00					
11/28/2017	29	0			1	18	4					0.00					
3/20/2018	29	0				0	5					0.00					
7/3/2018	29	0			1	148	5					0.00					
8/28/2018	29	0			1	18	4					0.00					
6/13/2019	29	0			1	18	5					0.00					
8/6/2001	30	20030		"6 clothing (shoes, skirts, etc.; hygiene kit, school kit"	2												
4/18/2002	30	20030		"school kit, hygiene, clothes"	2												
5/21/2002	30	20030		clothes	0												
6/6/2002	30	20030		"clothes, hygiene"	4												
7/25/2002	30	20030			4		11					0.00					
8/13/2002	30	20030		"School, hygiene"					1	1		0.00					
12/17/2002	30	20030			4							0.00					
6/12/2003	30	20030			4		8					0.00					
8/5/2003	30	20030			4		23					0.00					
12/30/2003	30	20030			4		17					0.00					
3/9/2004	30	20030			4		15					0.00					
5/25/2004	30	20030			2		6					0.00					
9/30/2004	30	20030			3		10					0.00					
10/28/2004	30	20030			3		34			1		0.00					
12/21/2004	30	20030			3		15			1		0.00					
5/17/2005	30	20030			3		13					0.00					
8/2/2005	30	20030			3		8					0.00					
3/28/2006	30	20030			3	20	9			1		0.00					
3/13/2007	30	20030			3	20	18					0.00					
7/31/2007	30	0			2	15	15			1		0.00					
11/29/2007	30	0			2	15	15					0.00					
2/26/2008	30	0			2	15	12					0.00					
3/21/2008	30	0			2	15	18					0.00					
4/10/2008	30	0			2	15	8					0.00					
7/9/2008	30	0			2	15						0.00					
12/11/2008	30	0			2	15	16					0.00					
1/6/2009	30	0			2	15	13			1		0.00					
3/5/2009	30	0				0	18					0.00					
4/16/2009	30	0			3	20	5					0.00					
6/11/2009	30	0			3	20	16					0.00					
6/23/2009	30	0				0	19					0.00					
7/30/2009	30	0			3	20	9					0.00					
8/25/2009	30	0			3	20	9					0.00					
10/5/2009	30	0			3	20	8					0.00					
10/19/2009	30	0				0	14					0.00					
10/29/2009	30	0			3	20	12					0.00					
2/18/2010	30	0			3	20	10					0.00					
9/16/2010	30	0			3	25	14					0.00					
11/18/2010	30	0			5	45	23					0.00					
1/25/2011	30	0			5	45	25					0.00					
3/21/2011	30	0			5	45	7					0.00					
9/6/2011	30	0				0	8					0.00					
10/18/2011	30	0			1	15	10					0.00					
11/16/2011	30	0			1	15	10					0.00					
1/11/2012	30	0			1	15	10					0.00					
2/23/2012	30	0			1	15	9					0.00					
3/27/2012	30	0			1	15	10					0.00					
4/30/2012	30	0			1	15	10					0.00					
6/5/2012	30	0			1	15	0					0.00					
7/5/2012	30	0			2	20	15					0.00					
8/27/2012	30	0			1	15	10					0.00					
10/17/2012	30	0			1	15	10					0.00					
1/10/2013	30	0			1	15	5					0.00					
11/18/2013	30	0			1	15	15					0.00					
3/6/2017	30	0			4	30	11					0.00					
5/11/2017	30	0			3	25	3					0.00					
3/5/2019	30	0			3	28	1					0.00					
8/7/2001	31	20031		4 units; socks	1												
4/10/2003	31	20031		clothes; food	1		7					0.00					
10/9/2003	31	20031			1		1					0.00					
10/15/2003	31	20031					4					0.00					
11/6/2003	31	20031					8			1		0.00					
11/11/2004	31	20031					9					0.00					
8/6/2001	32	20032		"5 pieces of clothing, hygiene kit"	2												
1/26/1999	33	20033		"clothes, bus passes"	0												
5/17/1999	33	20033		clothes	1												
6/8/1999	33	20033		clothes	1												
7/8/1999	33	20033		clothes	1												
10/4/1999	33	20033			1												
11/18/1999	33	20033		"clothes, hygiene"	1												
2/7/2000	33	20033		"clothing, hygiene"	2												
4/10/2000	33	20033		hygiene	2												
4/25/2000	33	20033		hygiene	2												
10/5/2000	33	20033		hygiene	2												
2/1/2001	33	20033		clothes	2												
8/3/2001	33	20033		Clothing	2												
1/16/2002	33	20033		"clothes, 4 bus passes"	2												
1/29/2002	33	20033		"clothes, 2 bus passes"	0												
7/18/2002	33	20033		shoes								0.00					
2/20/2003	33	20033			2		10					0.00					
3/24/2003	33	20033		food	1							0.00					
12/16/2003	33	20033			2		16					0.00					
12/30/2003	33	20033					14					0.00					
7/20/2004	33	20033			2		12					0.00					
9/9/2004	33	20033			2		20					0.00					
10/21/2004	33	20033			2		17					0.00					
11/30/2004	33	20033			2		10			1		0.00					
4/20/2009	33	0				0	17			1		0.00					
6/23/2009	33	0			2	15	8					0.00					
8/6/2009	33	0			2	15	18					0.00					
10/14/2009	33	0			2	15	20					0.00					
3/17/2010	33	0			2	15	12					0.00					
9/29/2010	33	0			2	20	8					0.00					
1/4/2011	33	0			2	20	15					0.00					
6/19/2012	33	0			1	15	0					0.00					
12/19/2012	33	0			2	20	6					0.00					
7/29/2014	33	0			2	20						0.00					
12/23/2014	33	0			2	20	10					0.00					
11/16/2017	33	0			2	19	6					0.00					
12/22/2017	33	0			2	19	7					0.00					
2/16/2018	33	0			2	19	3					0.00					
5/21/2018	33	0			2	19	7					0.00					
6/8/2018	33	0			2	19	7					0.00					
7/27/2018	33	0			2	19	5					0.00					
5/17/2019	33	0			2	19	9					0.00					
8/9/2001	34	20034		1 pr pants	1												
8/14/2001	34	20034			2												
8/16/2001	35	20035		"Baby clothes, diaper bag, t-shirts"	3												
8/16/2001	36	20036			2												
7/12/2001	37	20037		"4 coats, 2 jackets, 1 pants"	2												
8/16/2001	37	20037		"2 sweaters, underwear, 2 jackets (men's), 1 shirt, 2 sheets"	2												
9/6/2001	37	20037		"1 pr curtains, 6 jackets, 1 skirt, 1 blouse, 1 pants"	0												
4/5/2001	38	20038			3												
4/6/2001	38	20038			3												
4/16/2001	38	20038			3												
4/23/2001	38	20038		clothes	3												
5/24/2001	38	20038		clothes	3												
8/14/2001	38	20038		"5 socks, 1 stocking, 2 girls outfits, 1 tights, 2 dresses (child), 2 pants"	3												
10/9/2001	38	20038			3												
11/12/2001	38	20038			3												
12/20/2001	38	20038			3												
4/23/2002	38	20038		clothes	3												
5/9/2002	38	20038		123.96 from Duke Memorial UMC	0												
3/25/2003	38	20038			3		9					0.00					
4/14/2003	38	20038		food	3							0.00					
6/3/2003	38	20038			3							0.00					
6/11/2003	38	20038		Financial assistance								150.00					
9/23/2003	38	20038					6					0.00					
10/23/2003	38	20038			3		12					0.00					
11/3/2003	38	20038										10.00					
2/26/2004	38	20038		food	3							0.00					
3/25/2004	38	20038			3							0.00					
7/15/2004	38	20038			3		16					0.00					
11/4/2004	38	20038			3		14					0.00					
8/4/2005	38	20038			3		10					0.00					
8/14/2001	39	20039		3 outfits	4												
7/31/2003	39	20039			4		9					0.00					
8/14/2001	40	20040		2 dresses/hygiene kit	1												
8/2/2001	41	20041			4												
8/2/2001	42	20042		"shoes, 2 baby blankets, 7 tops, 1 bag"	7												
4/17/2001	43	20043		clothes	1												
8/7/2001	43	20043		1 shirt	1												
1/16/2002	43	20043		clothes	0												
6/16/2005	43	20043					9					0.00					
10/13/2009	43	0			10	10						0.00					
6/6/2012	43	0			1	15	0					0.00					
8/2/2001	45	20045		3 shirts	1												
4/8/2004	45	20045					3					0.00					
8/2/2001	46	20046			3												
8/14/2001	46	20046			3												
8/28/2001	46	20046		School supplies	3												
1/24/2002	46	20046			3												
4/23/2002	46	20046			3												
5/29/2003	46	20046			3							0.00					
8/2/2001	48	20048			6												
3/28/2002	48	20048		clothes	6												
8/2/2004	48	20048			2							0.00					
11/20/2008	48	0			3	20	2					0.00					
10/15/2015	48	0			1	15	10					0.00					
2/13/2017	48	0			1	15	6					0.00					
8/10/2001	49	20049			4												
7/26/2001	50	20050			4												
8/3/2001	50	20050			4												
8/10/2001	50	20050			4												
8/10/2001	51	20051		"New work boots, bag of clothing, 4-5 pampers"	2												
8/10/2001	52	20052			3												
8/9/2001	53	20053		"1 pr shoes, mans pants, 2 dresses, 2 blouses, 1 suit"	5												
1/6/1999	56	20056		clothes	1												
11/11/1999	56	20056			1												
12/7/1999	56	20056			1												
12/20/1999	56	20056			1												
2/27/2001	56	20056			1												
3/15/2001	56	20056			1												
8/16/2001	56	20056		Socks	1												
10/22/2001	56	20056			1												
12/3/2001	56	20056			1												
2/18/2002	56	20056			1												
3/11/2002	56	20056			1												
4/17/2002	56	20056			1												
4/29/2002	56	20056			1												
6/4/2002	56	20056			1												
9/9/2002	56	20056			1							0.00					
10/7/2002	56	20056		food`	1							0.00					
10/30/2002	56	20056					4					0.00					
11/12/2002	56	20056			1							0.00					
2/6/2003	56	20056					4					0.00					
4/8/2003	56	20056			1		6					0.00					
5/27/2003	56	20056			1							0.00					
7/8/2003	56	20056					4					0.00					
10/28/2003	56	20056					1					0.00					
8/11/2001	58	20058		clothes	2												
9/16/2002	58	20058			2							0.00					
11/26/2002	58	20058			3							0.00					
5/15/2001	60	20060		clothes	1												
8/9/2001	60	20060			1												
11/15/2001	60	20060		clothes	1												
8/15/2002	60	20060		"Food, clothing"	1		3					0.00					
10/11/1999	61	20061			1												
1/26/2001	61	20061		clothing	1												
7/10/2001	61	20061		clothing	2												
8/9/2001	61	20061			1												
11/25/2002	61	20061			2							0.00					
2/10/2003	61	20061			2							0.00					
3/17/2003	61	20061			2							0.00					
4/21/2003	61	20061			2							0.00					
5/29/2003	61	20061			2		1					0.00					
7/17/2003	61	20061			2		0					0.00					
7/30/2003	61	20061			1		2					0.00					
4/28/2005	61	20061			2		2					0.00					
5/26/2005	61	20061			2		2					0.00					
8/9/2001	62	20062			5												
10/21/2002	62	20062		Financial referral								0.00					
11/5/2002	62	20062		Financial Assistance								150.00					
5/12/2005	62	20062			4							0.00					
8/9/2001	63	20063		"1 pant, 3 shirts"	0												
10/11/2001	63	20063		"1 coat, 1 shirt"	0												
9/28/2004	63	20063			2							0.00					
3/16/2005	63	20063					5					0.00					
8/9/2001	64	20064		"3 shirts, 3 panats"	1												
3/21/2002	64	20064		$4 in bus tickets	0												
4/23/2002	64	20064		"1 pants, 3 shirts, 2 shorts, 1 shoes, bus tickets and food."	1												
3/25/2003	64	20064		clothing; food	2		10					0.00					
6/9/2003	64	20064			2							0.00					
1/20/2004	64	20064		clothing; food	3		10					0.00					
8/9/2001	66	20066			1												
8/9/2001	67	20067		"2 pants, 3 shirts"	2												
9/17/2002	67	20067					5					0.00					
4/16/2009	67	0				0						0.00					
8/17/2009	67	0			3	20	8					0.00					
6/27/2019	67	0			4	38	15					0.00					
8/9/2001	68	20068		"2 pants, 8 shirts, 2 blankets"	3												
8/9/2001	69	20069			5												
7/27/2000	70	20070			1												
8/9/2001	70	20070		2 gowns	2												
10/16/2001	70	20070		clothing	2												
9/2/2003	70	20070			2		0					0.00					
1/8/2004	70	20070		food	2							0.00					
6/22/2004	70	20070			3					1		0.00					
8/5/2004	70	20070					8					0.00					
9/20/2004	70	20070			2							0.00					
11/15/2004	70	20070			2							0.00					
1/6/2005	70	20070			2							0.00					
3/24/2005	70	20070			5					1		0.00					
6/23/2005	70	20070			5							0.00					
12/27/2005	70	20070			3	20	8					0.00					
1/2/2007	70	20070			4	25						0.00					
2/26/2007	70	20070			4	25						0.00					
4/23/2007	70	0			4	25						0.00					
6/12/2007	70	0			4	25				1		0.00					
7/16/2007	70	0			4	25						0.00					
8/20/2007	70	0			5	30						0.00					
9/24/2007	70	0			5	30						0.00					
11/26/2007	70	0			5	30						0.00					
2/11/2008	70	0			5	30						0.00					
3/11/2008	70	0			5	30						0.00					
7/9/2008	70	0			4	25						0.00					
8/11/2008	70	0			4	25						0.00					
9/11/2008	70	0			4	25						0.00					
10/9/2008	70	0			4	25						0.00					
11/6/2008	70	0			4	25						0.00					
11/11/2008	70	0			4	25	10					0.00					
1/12/2009	70	0			4	25				1		0.00					
2/12/2009	70	0			4	25	6					0.00					
4/23/2009	70	0				0	0					0.00					
5/21/2009	70	0			4	25				1		0.00					
11/9/2009	70	0			4	25						0.00					
3/26/2012	70	0			4	30	14					0.00					
5/8/2012	70	0			3	25	7					0.00					
8/27/2012	70	0		4	30	5						0.00					
8/9/2001	71	20071			2												
10/11/2001	71	20071		"new tennis shoes, hygiene"	2												
1/11/2001	72	20072		clothes	1												
1/16/2001	72	20072		clothes	0												
1/23/2001	72	20072		snacks	1												
3/20/2001	72	20072			1												
8/9/2001	72	20072			1												
10/8/2001	72	20072			1												
10/15/2001	72	20072			1												
10/18/2001	72	20072		clothes	1												
9/9/2002	72	20072			1							0.00					
10/8/2002	72	20072			1							0.00					
10/22/2002	72	20072					5					0.00					
11/25/2002	72	20072			1							0.00					
12/10/2002	72	20072					7					0.00					
1/9/2003	72	20072			1							0.00					
2/13/2003	72	20072			1							0.00					
3/25/2003	72	20072		food	1		5					0.00					
4/21/2003	72	20072			1							0.00					
5/29/2003	72	20072			1		10					0.00					
6/30/2003	72	20072			1							0.00					
7/8/2003	72	20072					7					0.00					
8/26/2003	72	20072			1		6					0.00					
10/21/2003	72	20072					1			1		0.00					
11/25/2003	72	20072					4					0.00					
12/30/2003	72	20072					7					0.00					
1/29/2004	72	20072		clothes			8					0.00					
3/9/2004	72	20072					4					0.00					
4/13/2004	72	20072					9					0.00					
5/11/2004	72	20072					7					0.00					
6/29/2004	72	20072					11			1		0.00					
7/15/2004	72	20072					6					0.00					
8/17/2004	72	20072					0					0.00					
9/30/2004	72	20072					11					0.00					
1/18/2005	72	20072					12					0.00					
3/10/2005	72	20072					20					0.00					
4/14/2005	72	20072					3					0.00					
